3,0.00,PNumber:,Gender:,Age:
0,28.51,523.35,31.96,628.97
0,28.58,522.75,31.96,629.28
0,28.63,522.31,31.96,629.51
0,28.71,521.57,31.95,629.89
0,28.78,520.98,31.96,630.20
0,28.83,520.53,31.96,630.43
0,28.91,519.80,31.96,630.81
0,28.98,519.20,31.96,631.12
0,29.03,518.76,31.96,631.35
0,29.11,518.02,31.96,631.73
0,29.18,517.43,31.96,632.04
0,29.23,516.98,31.96,632.27
0,29.28,516.54,31.96,632.49
0,29.36,515.79,31.95,632.88
0,29.43,515.20,31.96,633.18
0,29.48,514.76,31.96,633.41
0,29.56,514.02,31.96,633.80
0,29.63,513.43,31.96,634.10
0,29.68,512.98,31.96,634.33
0,29.76,512.24,31.96,634.72
0,29.83,511.64,31.96,635.02
0,29.91,510.91,31.96,635.41
0,29.98,510.32,31.96,635.72
1,30.01,0.00,297.72,0.00
0,30.06,509.60,31.96,636.12
1,30.11,0.00,298.36,0.00
0,30.13,509.02,31.96,636.45
0,30.18,508.58,31.96,636.71
1,30.21,0.00,299.00,0.00
0,30.26,507.86,31.96,637.13
0,30.31,507.43,31.96,637.39
1,30.31,0.00,299.64,0.00
0,30.38,506.86,31.96,637.73
1,30.43,0.00,300.38,0.00
0,30.44,506.38,31.96,638.03
0,30.51,505.73,31.96,638.43
1,30.51,0.00,300.91,0.00
0,30.58,505.17,31.96,638.79
1,30.61,0.00,301.56,0.00
0,30.66,504.47,31.96,639.25
0,30.71,504.05,31.96,639.52
1,30.71,0.00,302.19,0.00
0,30.76,503.64,31.96,639.80
0,30.81,503.22,31.96,640.08
1,30.81,0.00,302.83,0.00
0,30.88,502.67,31.95,640.46
1,30.91,0.00,303.47,0.00
0,30.96,501.99,31.96,640.93
0,31.01,501.57,31.96,641.23
1,31.01,0.00,304.11,0.00
0,31.08,501.03,31.96,641.61
1,31.11,0.00,304.75,0.00
0,31.16,500.37,31.96,642.10
0,31.21,499.96,31.96,642.40
1,31.21,0.00,305.39,0.00
0,31.28,499.43,31.96,642.80
1,31.31,0.00,306.03,0.00
0,31.36,498.77,31.96,643.31
0,31.41,498.37,31.96,643.62
1,31.41,0.00,306.67,0.00
0,31.48,497.84,31.96,644.03
1,31.51,0.00,307.30,0.00
0,31.56,497.20,31.96,644.55
0,31.61,496.81,31.96,644.87
1,31.61,0.00,307.95,0.00
0,31.68,496.29,31.96,645.29
1,31.71,0.00,308.63,0.00
0,31.76,495.66,31.96,645.83
0,31.81,495.28,31.96,646.17
1,31.81,0.00,309.37,0.00
0,31.88,494.79,31.96,646.60
1,31.91,0.00,310.09,0.00
0,31.96,494.23,31.96,647.12
1,32.02,0.00,310.83,0.00
0,32.03,493.78,31.96,647.55
0,32.11,493.23,31.96,648.09
1,32.11,0.00,311.57,0.00
0,32.18,492.80,31.96,648.51
1,32.19,0.00,312.08,0.00
0,32.26,492.27,31.95,649.06
1,32.26,0.00,312.64,0.00
0,32.33,491.86,31.96,649.49
1,32.36,0.00,313.38,0.00
0,32.42,491.37,31.96,650.05
1,32.47,0.00,314.12,0.00
0,32.48,490.98,31.96,650.49
0,32.56,490.50,31.96,651.04
1,32.56,0.00,314.85,0.00
0,32.63,490.12,31.96,651.49
1,32.67,0.00,315.59,0.00
0,32.72,489.64,31.96,652.06
1,32.77,0.00,316.33,0.00
0,32.78,489.27,31.96,652.51
0,32.87,488.81,31.96,653.09
1,32.87,0.00,317.06,0.00
0,32.93,488.45,31.96,653.56
1,32.97,0.00,317.79,0.00
0,33.02,488.00,31.96,654.14
1,33.07,0.00,318.53,0.00
0,33.08,487.64,31.96,654.62
0,33.17,487.21,31.96,655.20
1,33.17,0.00,319.27,0.00
0,33.23,486.86,31.96,655.68
1,33.27,0.00,320.00,0.00
0,33.32,486.43,31.96,656.28
1,33.37,0.00,320.74,0.00
0,33.38,486.10,31.96,656.77
0,33.47,485.68,31.96,657.38
1,33.47,0.00,321.47,0.00
0,33.53,485.36,31.96,657.87
1,33.57,0.00,322.26,0.00
0,33.62,484.95,31.96,658.49
1,33.63,0.00,322.84,0.00
0,33.68,484.64,31.96,658.98
1,33.72,0.00,323.58,0.00
0,33.77,484.26,31.96,659.60
1,33.78,0.00,324.16,0.00
0,33.83,483.96,31.96,660.10
1,33.87,0.00,324.90,0.00
0,33.92,483.59,31.96,660.73
1,33.93,0.00,325.49,0.00
0,33.98,483.30,31.96,661.24
1,34.02,0.00,326.22,0.00
0,34.07,482.94,31.96,661.87
1,34.08,0.00,326.81,0.00
0,34.13,482.66,31.96,662.39
1,34.15,0.00,327.40,0.00
0,34.22,482.32,31.96,663.04
1,34.22,0.00,327.99,0.00
0,34.28,482.05,31.96,663.56
1,34.28,0.00,328.58,0.00
0,34.35,481.79,31.96,664.08
1,34.35,0.00,329.16,0.00
0,34.42,481.54,31.96,664.61
1,34.42,0.00,329.75,0.00
0,34.48,481.29,31.96,665.14
1,34.48,0.00,330.34,0.00
0,34.55,481.04,31.96,665.67
1,34.55,0.00,330.92,0.00
0,34.62,480.80,31.96,666.20
1,34.62,0.00,331.51,0.00
0,34.68,480.57,31.96,666.74
1,34.68,0.00,332.10,0.00
0,34.75,480.34,31.96,667.28
1,34.75,0.00,332.69,0.00
0,34.83,480.06,31.96,667.95
1,34.83,0.00,333.42,0.00
0,34.90,479.85,31.96,668.49
1,34.90,0.00,334.01,0.00
0,34.98,479.58,31.96,669.18
1,34.98,0.00,334.74,0.00
0,35.05,479.38,31.96,669.72
1,35.05,0.00,335.32,0.00
0,35.13,479.13,31.96,670.41
1,35.13,0.00,336.06,0.00
0,35.20,478.94,31.95,670.96
1,35.20,0.00,336.65,0.00
0,35.28,478.71,31.96,671.66
1,35.28,0.00,337.39,0.00
0,35.35,478.53,31.96,672.22
1,35.35,0.00,337.98,0.00
0,35.43,478.32,31.96,672.91
1,35.43,0.00,338.70,0.00
0,35.50,478.16,31.96,673.47
1,35.50,0.00,339.29,0.00
0,35.58,477.96,31.96,674.18
1,35.58,0.00,340.02,0.00
0,35.65,477.81,31.96,674.74
1,35.65,0.00,340.61,0.00
0,35.73,477.62,31.95,675.45
1,35.73,0.00,341.35,0.00
0,35.80,477.48,31.96,676.02
1,35.80,0.00,341.93,0.00
0,35.88,477.32,31.96,676.73
1,35.88,0.00,342.67,0.00
0,35.95,477.19,31.96,677.30
1,35.95,0.00,343.26,0.00
0,36.03,477.04,31.96,678.02
1,36.03,0.00,343.99,0.00
0,36.10,476.93,31.96,678.59
1,36.10,0.00,344.58,0.00
0,36.18,476.80,31.96,679.31
1,36.18,0.00,345.31,0.00
0,36.25,476.70,31.96,679.88
1,36.25,0.00,345.90,0.00
0,36.33,476.58,31.96,680.60
1,36.33,0.00,346.63,0.00
0,36.40,476.50,31.96,681.19
1,36.40,0.00,347.22,0.00
0,36.48,476.40,31.96,681.91
1,36.48,0.00,347.96,0.00
0,36.55,476.33,31.96,682.49
1,36.55,0.00,348.55,0.00
0,36.63,476.24,31.96,683.21
1,36.63,0.00,349.28,0.00
0,36.70,476.18,31.96,683.80
1,36.70,0.00,349.86,0.00
