3,0.00,PNumber:,Gender:,Age:
0,50.13,759.49,31.96,515.60
0,50.18,759.84,31.96,515.25
0,50.26,760.42,31.96,514.65
0,50.31,760.77,31.96,514.28
0,50.38,761.23,31.96,513.81
0,50.46,761.82,31.96,513.21
0,50.51,762.17,31.96,512.85
0,50.58,762.63,31.96,512.37
0,50.64,763.09,31.96,511.90
1,50.66,0.00,136.36,0.00
0,50.71,763.55,31.96,511.42
0,50.76,763.89,31.96,511.05
1,50.76,0.00,137.05,0.00
0,50.83,764.34,31.96,510.56
1,50.86,0.00,137.73,0.00
0,50.89,764.80,31.96,510.06
0,50.96,765.24,31.96,509.57
1,50.96,0.00,138.43,0.00
0,51.03,765.68,31.96,509.07
1,51.06,0.00,139.12,0.00
0,51.08,766.01,31.96,508.69
0,51.13,766.34,31.96,508.31
1,51.16,0.00,139.80,0.00
0,51.21,766.87,31.96,507.68
0,51.26,767.19,31.96,507.29
1,51.26,0.00,140.49,0.00
0,51.33,767.62,31.96,506.77
1,51.36,0.00,141.15,0.00
0,51.39,768.03,31.96,506.25
0,51.46,768.45,31.96,505.73
1,51.46,0.00,141.86,0.00
0,51.53,768.86,31.96,505.21
1,51.56,0.00,142.55,0.00
0,51.61,769.36,31.96,504.55
0,51.66,769.67,31.96,504.14
