3,0.00,PNumber:12312123,Gender:asd,Age:asdas
1,63.56,19.22,326.98,0.00
1,63.58,18.13,325.26,0.00
1,63.61,15.95,321.94,0.00
1,63.63,14.70,320.30,0.00
1,63.66,12.19,317.06,0.00
1,63.68,10.90,315.43,0.00
1,63.71,8.41,312.29,0.00
1,63.73,7.12,310.69,0.00
1,63.76,4.60,307.59,0.00
1,63.78,3.31,306.02,0.00
1,63.81,0.78,302.99,0.00
1,63.83,359.48,301.49,0.00
1,63.86,356.83,298.55,0.00
1,63.88,355.48,297.04,0.00
1,63.91,352.85,294.11,0.00
1,63.93,351.50,292.61,0.00
1,63.97,348.87,289.68,0.00
1,63.98,347.52,288.18,0.00
1,64.01,344.90,285.26,0.00
1,64.03,343.55,283.76,0.00
1,64.06,340.92,280.83,0.00
1,64.08,339.57,279.32,0.00
1,64.11,336.94,276.39,0.00
1,64.13,335.59,274.90,0.00
1,64.17,332.71,272.09,0.00
1,64.18,331.21,271.32,0.00
3,64.32,[TopDown]Player:(588.3, 971.6),Target:(559.8, 666.0)
1,64.67,331.21,271.92,0.00
1,64.68,331.21,273.02,0.00
1,64.72,331.21,276.96,0.00
1,64.73,331.21,279.04,0.00
1,64.77,331.89,283.07,0.00
1,64.78,332.38,285.17,0.00
1,64.82,333.34,289.22,0.00
1,64.83,333.82,291.22,0.00
1,64.87,334.80,295.32,0.00
1,64.88,335.30,297.41,0.00
1,64.92,336.27,301.45,0.00
1,64.93,336.76,303.52,0.00
1,64.97,337.73,307.55,0.00
1,64.98,338.23,309.65,0.00
1,65.02,339.20,313.71,0.00
1,65.03,339.68,315.73,0.00
1,65.07,340.66,319.81,0.00
1,65.08,341.16,321.90,0.00
1,65.12,341.56,325.05,0.00
3,65.22,[TopDown]Player:(885.7, 871.8),Target:(980.0, 836.6)
1,65.43,341.97,323.68,0.00
1,65.47,343.94,320.22,0.00
1,65.48,345.03,318.43,0.00
1,65.52,347.14,314.97,0.00
1,65.53,348.22,313.19,0.00
1,65.57,350.40,309.67,0.00
1,65.58,351.49,307.93,0.00
1,65.60,352.62,306.13,0.00
1,65.63,354.80,302.64,0.00
1,65.67,357.01,299.11,0.00
1,65.68,358.07,297.42,0.00
1,65.72,0.30,293.86,0.00
1,65.73,1.36,292.18,0.00
1,65.77,3.56,288.65,0.00
1,65.78,4.64,286.93,0.00
1,65.82,6.88,283.35,0.00
1,65.83,7.95,281.64,0.00
1,65.87,10.16,278.11,0.00
1,65.88,11.22,276.42,0.00
1,65.92,13.46,272.84,0.00
1,65.93,14.51,271.17,0.00
1,65.97,16.72,267.64,0.00
1,65.98,17.79,265.92,0.00
1,66.02,20.03,262.35,0.00
1,66.03,21.12,260.61,0.00
1,66.07,23.34,257.10,0.00
1,66.08,24.47,255.31,0.00
1,66.10,25.54,253.62,0.00
1,66.13,27.78,250.06,0.00
1,66.17,29.98,246.57,0.00
1,66.18,31.10,244.80,0.00
1,66.22,33.29,241.33,0.00
1,66.23,34.38,239.60,0.00
1,66.27,36.59,236.09,0.00
1,66.28,37.70,234.30,0.00
1,66.30,38.66,232.59,0.00
1,66.33,39.28,229.49,0.00
3,66.43,[TopDown]Player:(498.2, 795.0),Target:(838.5, 1261.1)
1,66.83,38.51,229.49,0.00
1,66.85,37.64,229.26,0.00
1,66.88,34.53,227.98,0.00
1,66.90,32.72,227.17,0.00
1,66.93,29.11,225.56,0.00
1,66.95,27.27,224.74,0.00
1,66.98,23.68,223.14,0.00
1,67.00,21.83,222.31,0.00
1,67.03,18.22,220.70,0.00
1,67.05,16.39,219.89,0.00
1,67.08,12.81,218.29,0.00
1,67.10,10.98,217.47,0.00
1,67.13,7.38,215.87,0.00
1,67.15,5.54,215.05,0.00
1,67.18,1.96,213.45,0.00
1,67.20,0.11,212.62,0.00
1,67.23,356.48,211.01,0.00
1,67.25,354.67,210.20,0.00
1,67.28,351.09,208.60,0.00
1,67.30,349.23,207.78,0.00
1,67.34,345.55,206.13,0.00
1,67.35,343.81,205.36,0.00
1,67.38,340.21,203.75,0.00
1,67.40,338.38,202.94,0.00
1,67.43,334.74,201.31,0.00
1,67.45,332.94,200.51,0.00
1,67.49,329.23,198.89,0.00
1,67.50,327.37,198.15,0.00
1,67.54,323.30,197.15,0.00
1,67.55,321.34,196.95,0.00
1,67.59,317.17,196.95,0.00
1,67.60,315.21,196.95,0.00
1,67.63,311.08,196.95,0.00
1,67.65,309.09,196.95,0.00
1,67.69,304.93,197.24,0.00
1,67.70,302.95,197.48,0.00
1,67.74,300.00,198.13,0.00
1,67.79,300.00,199.78,0.00
1,67.80,300.00,200.44,0.00
1,67.83,300.00,201.72,0.00
1,67.85,300.00,202.38,0.00
1,67.89,300.00,203.71,0.00
1,67.90,300.00,204.41,0.00
1,67.94,300.00,205.94,0.00
1,67.95,300.00,206.78,0.00
1,67.99,300.00,208.46,0.00
1,68.00,300.00,209.36,0.00
1,68.04,300.00,211.19,0.00
1,68.05,300.00,212.15,0.00
1,68.09,300.00,214.10,0.00
1,68.10,300.00,215.13,0.00
1,68.14,300.00,217.18,0.00
1,68.15,300.00,218.25,0.00
1,68.19,300.00,220.33,0.00
3,68.60,[TopDown]Player:(722.4, 1128.3),Target:(611.5, 189.1)
2,69.90,Column
