3,0.00,PNumber:,Gender:,Age:
0,24.35,561.98,31.96,623.64
1,24.35,356.15,107.43,0.00
1,24.39,356.15,103.20,0.00
1,24.40,356.15,101.60,0.00
0,24.44,562.79,31.96,623.66
1,24.44,356.15,99.86,0.00
0,24.50,563.44,31.96,623.78
0,24.59,564.27,31.96,623.88
0,24.65,564.93,31.96,623.95
0,24.73,565.76,31.96,623.97
1,24.75,356.15,98.87,0.00
0,24.79,566.26,31.97,623.97
1,24.79,356.15,95.83,0.00
1,24.80,356.15,93.78,0.00
0,24.84,566.76,31.97,623.99
1,24.84,356.15,89.68,0.00
1,24.85,356.15,87.57,0.00
1,24.89,356.15,83.56,0.00
0,24.90,567.42,31.97,624.07
1,24.90,356.15,81.52,0.00
1,24.94,356.15,77.50,0.00
1,24.95,356.15,75.41,0.00
0,24.99,568.22,31.98,624.31
1,24.99,356.15,71.40,0.00
1,25.00,356.15,69.82,0.00
0,25.04,568.68,31.98,624.51
1,25.04,356.15,68.39,0.00
0,25.10,569.28,31.98,624.77
0,25.19,570.04,31.99,625.11
0,25.25,570.65,31.99,625.38
0,25.30,571.12,32.00,625.58
1,25.30,356.15,67.33,0.00
1,25.34,356.15,65.03,0.00
1,25.35,356.15,63.61,0.00
0,25.39,571.86,32.00,625.96
1,25.39,356.15,60.73,0.00
1,25.40,356.15,59.48,0.00
1,25.44,356.15,58.13,0.00
0,25.45,572.41,32.01,626.31
0,25.54,573.10,32.02,626.77
0,25.59,573.52,32.02,627.04
0,25.64,573.96,32.02,627.31
0,25.70,574.54,32.02,627.62
1,25.70,356.15,58.98,0.00
1,25.74,356.15,60.01,0.00
1,25.75,356.15,60.52,0.00
0,25.79,575.31,32.02,627.91
1,25.79,356.15,61.31,0.00
0,25.85,575.91,32.02,628.04
0,25.94,576.66,32.02,628.08
0,26.00,577.26,32.02,628.07
0,26.09,578.01,32.03,628.05
0,26.15,578.60,32.04,628.04
0,26.24,579.35,32.05,628.03
0,26.30,579.95,32.07,628.02
0,26.39,580.71,32.08,628.01
0,26.45,581.32,32.08,628.00
1,26.45,356.15,60.63,0.00
1,26.49,356.15,58.82,0.00
1,26.50,356.15,57.52,0.00
0,26.54,582.08,32.09,628.02
1,26.54,356.15,54.39,0.00
1,26.55,356.15,52.66,0.00
1,26.59,356.15,48.57,0.00
0,26.60,582.70,32.10,628.07
1,26.60,356.15,46.49,0.00
1,26.64,356.15,42.47,0.00
1,26.65,356.15,40.39,0.00
0,26.69,583.51,32.10,628.10
1,26.69,356.15,36.22,0.00
1,26.70,356.15,34.24,0.00
1,26.74,356.15,30.03,0.00
0,26.75,584.15,32.10,628.03
1,26.75,356.15,28.09,0.00
1,26.79,356.15,23.98,0.00
1,26.80,356.15,22.04,0.00
0,26.84,584.92,32.10,627.83
1,26.84,356.15,17.97,0.00
1,26.85,356.25,15.92,0.00
0,26.89,585.43,32.11,627.68
1,26.89,356.32,14.01,0.00
0,26.96,586.07,32.11,627.52
0,27.01,586.56,32.12,627.40
0,27.06,587.05,32.13,627.27
0,27.14,587.84,32.15,627.08
0,27.19,588.32,32.15,626.93
1,27.21,356.32,13.02,0.00
1,27.24,356.32,10.62,0.00
0,27.26,588.87,32.16,626.74
1,27.26,356.32,8.75,0.00
1,27.29,356.32,4.75,0.00
1,27.31,356.32,1.95,0.00
0,27.33,589.37,32.16,626.57
1,27.33,356.32,359.91,0.00
1,27.36,356.32,356.49,0.00
1,27.39,356.32,352.28,0.00
1,27.41,356.32,350.34,0.00
0,27.44,589.95,32.16,626.34
1,27.44,356.32,346.25,0.00
1,27.46,356.32,344.16,0.00
1,27.49,356.32,340.12,0.00
1,27.51,356.32,338.19,0.00
1,27.54,356.32,336.52,0.00
0,27.61,590.34,32.16,626.02
1,27.81,356.32,335.99,0.00
1,27.84,356.32,333.03,0.00
1,27.86,356.32,330.94,0.00
1,27.89,356.32,326.93,0.00
0,27.91,589.82,32.16,626.04
1,27.91,356.32,324.90,0.00
1,27.94,356.32,323.10,0.00
0,28.01,589.33,32.16,626.29
0,28.09,588.82,32.16,626.61
0,28.16,588.35,32.16,626.94
0,28.24,587.70,32.13,627.41
0,28.31,587.18,32.11,627.79
0,28.39,586.53,32.10,628.27
0,28.46,586.01,32.08,628.65
0,28.54,585.36,32.07,629.12
0,28.61,584.84,32.07,629.50
0,28.69,584.19,32.06,629.98
0,28.76,583.67,32.07,630.38
0,28.81,583.27,32.06,630.70
0,28.89,582.64,32.04,631.22
0,28.94,582.24,32.03,631.54
0,29.01,581.75,32.02,631.99
0,29.08,581.33,32.02,632.50
0,29.14,580.97,32.02,633.05
0,29.21,580.61,32.02,633.62
0,29.28,580.26,32.00,634.19
0,29.36,579.83,31.99,634.89
0,29.41,579.55,31.98,635.31
0,29.48,579.15,31.98,635.84
0,29.56,578.65,31.98,636.50
0,29.61,578.35,31.98,636.90
0,29.68,577.95,31.98,637.44
0,29.76,577.45,31.98,638.09
0,29.81,577.15,31.98,638.50
0,29.88,576.75,31.98,639.03
0,29.96,576.25,31.98,639.70
0,30.01,575.95,31.98,640.10
0,30.08,575.59,31.97,640.65
0,30.13,575.32,31.97,641.08
0,30.21,574.87,31.96,641.78
1,30.26,355.74,323.10,0.00
0,30.28,574.49,31.96,642.33
1,30.31,354.34,323.10,0.00
1,30.33,353.76,323.10,0.00
0,30.36,573.99,31.96,642.98
1,30.36,352.59,323.10,0.00
1,30.38,351.91,323.10,0.00
1,30.41,350.23,323.10,0.00
0,30.43,573.63,31.96,643.53
1,30.43,349.29,323.10,0.00
1,30.46,347.40,323.10,0.00
1,30.48,346.53,323.10,0.00
0,30.51,573.23,31.96,644.25
1,30.51,345.47,323.10,0.00
0,30.58,572.91,31.96,644.81
0,30.66,572.45,31.96,645.47
0,30.73,572.06,31.96,645.99
0,30.81,571.58,31.96,646.63
1,30.86,345.54,322.13,0.00
0,30.88,571.19,31.96,647.14
1,30.91,346.27,320.89,0.00
1,30.93,346.57,320.46,0.00
0,30.96,570.68,31.96,647.77
1,30.96,347.18,319.73,0.00
0,31.03,570.26,31.96,648.27
0,31.11,569.72,31.96,648.90
0,31.18,569.31,31.96,649.38
0,31.26,568.78,31.96,650.01
0,31.33,568.36,31.96,650.50
0,31.41,567.84,31.96,651.11
0,31.48,567.47,31.96,651.55
2,31.56,Home
0,31.56,567.09,31.96,652.01
0,31.66,566.75,31.96,652.41
0,35.71,567.10,31.96,651.99
0,35.81,567.38,31.96,651.51
0,35.91,567.56,31.96,650.96
1,35.91,347.18,316.88,0.00
1,35.93,347.18,315.16,0.00
1,35.96,347.18,311.20,0.00
1,35.98,347.18,309.16,0.00
0,36.01,567.64,31.96,650.32
1,36.01,347.18,305.05,0.00
1,36.03,347.18,303.04,0.00
1,36.06,347.18,298.87,0.00
0,36.08,567.67,31.95,649.81
1,36.08,347.18,296.90,0.00
1,36.11,347.18,292.80,0.00
1,36.13,347.18,290.69,0.00
0,36.16,567.70,31.96,649.12
1,36.16,347.18,286.69,0.00
1,36.18,347.18,284.64,0.00
1,36.21,347.18,280.55,0.00
0,36.23,567.79,31.96,648.54
1,36.23,347.18,278.51,0.00
1,36.26,347.23,274.36,0.00
1,36.28,347.37,272.37,0.00
0,36.31,567.94,31.96,647.80
1,36.31,348.17,268.25,0.00
1,36.33,348.67,266.13,0.00
1,36.37,349.96,262.12,0.00
0,36.38,568.02,31.96,647.14
1,36.38,350.67,260.09,0.00
1,36.42,352.00,256.02,0.00
0,36.43,568.12,31.96,646.65
1,36.43,352.41,254.29,0.00
1,36.47,352.41,253.18,0.00
0,36.52,568.26,31.96,645.83
0,36.58,568.28,31.96,645.18
0,36.67,568.18,31.96,644.37
0,36.73,568.00,31.96,643.76
0,36.82,567.66,31.96,643.04
0,36.88,567.30,31.96,642.50
0,36.97,566.75,31.96,641.90
0,37.03,566.25,31.96,641.48
1,37.03,352.41,253.70,0.00
1,37.07,352.41,256.02,0.00
1,37.08,352.41,257.63,0.00
